"N_Policy","Company","Category","Char","Started","Expired","District","Gross","Net","Commissions","id"
"59392","HELVETIA Global Solutions Ltd","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΑΙΝ9990","30/01/2024","30/07/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",10,6.8,0.88,11
"34079733","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΝ9990","31/07/2024","31/07/2025","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",266.43,182.9,18.29,11
"70259703","ΙΝΤΕΡΑΜΕΡΙΚΑΝ","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΑΙΝ9990","31/07/2024","31/07/2025","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",30.01,21.78,5.23,11
"884006","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΝ9990","31/07/2024","31/07/2025","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",5.5,3.98,0.88,11
"528557","HELVETIA Global Solutions Ltd","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΑΙΡ2685","27/05/2024","27/08/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",5,3.4,0.44,31
"833238","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΡ2685","27/05/2024","27/08/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",1.38,1,0.22,31
"HGR2024631622496052-1","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΡ2685","27/05/2024","27/08/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",38.72,33.4,3.84,31
"758242","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΖΥ2340","15/03/2024","15/03/2025","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",4,2.9,0.32,27
"HGR2024740070824450-1","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΥΖΥ2340","15/03/2024","15/03/2025","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",77,66.29,7.62,27
"473379","HELVETIA Global Solutions Ltd","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΥΖΥ2340","15/03/2024","15/03/2025","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",20,13.59,1.77,27
"70120028","ΙΝΤΕΡΑΜΕΡΙΚΑΝ","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΖΥ2340","15/03/2024","15/03/2025","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",27,19.58,4.7,27
"728816","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΗΝ9703","27/01/2024","27/07/2024","ΑΤΤΙΚΗΣ",2,1.45,0.16,8
"61517941","myZen by Groupama","ΑΥΤΟΚΙΝΗΤΟ","ΖΗΝ9703","27/01/2024","27/07/2024","ΑΤΤΙΚΗΣ",96.93,69.34,3.49,8
"212398060","ΙΝΤΕΡΑΜΕΡΙΚΑΝ","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΗΝ9703","27/01/2024","27/07/2024","ΑΤΤΙΚΗΣ",13.63,9.83,1.38,8
