"N_Policy","Company","Category","Char","Started","Expired","District","Gross","Net","Commissions","id"
"70256649","ΙΝΤΕΡΑΜΕΡΙΚΑΝ","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΗΝ9703","27/07/2024","25/01/2025","ΑΤΤΙΚΗΣ",14.85,10.75,2.58,8
"61517941","myZen by Groupama","ΑΥΤΟΚΙΝΗΤΟ","ΖΗΝ9703","27/07/2024","25/01/2025","ΑΤΤΙΚΗΣ",96.93,69.34,3.49,8
"860057","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΗΝ9703","27/07/2024","25/01/2025","ΑΤΤΙΚΗΣ",2.47,1.79,0.39,8
"33749384","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΧ2379","26/10/2023","26/10/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",218.13,149.61,14.96,14
"HGR2024966616097062-1","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΒ9114","21/06/2024","21/09/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",31.04,26.75,3.08,25
"70223720","ΙΝΤΕΡΑΜΕΡΙΚΑΝ","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΑΙΒ9114","21/06/2024","21/09/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",6.75,4.88,1.17,25
"881245","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΒ9114","18/07/2024","18/10/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",1.38,1,0.22,25
"70252195","ΙΝΤΕΡΑΜΕΡΙΚΑΝ","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΑΙΒ9114","18/07/2024","18/10/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",7.62,5.48,1.32,25
"857689","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΒ9114","21/06/2024","21/09/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",1.38,1,0.22,25
"547020","HELVETIA Global Solutions Ltd","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΑΙΒ9114","21/06/2024","21/09/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",5,3.4,0.44,25
"34069429","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΒ9114","18/07/2024","18/10/2024","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ",50.87,34.77,3.48,25
"682834","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΗΜ9916","25/12/2023","25/12/2024","ΑΤΤΙΚΗΣ",4,2.9,0.32,5
"21170","HELVETIA Global Solutions Ltd","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΥΗΜ9916","25/12/2023","25/12/2024","ΑΤΤΙΚΗΣ",20,13.59,1.77,5
